109 0.28 0.29 0.45 0.2 0.88 0.0 0.26 0.04
110 0.31 0.06 0.67 0.38 0.58 0.53 0.14 0.46
111 0.65 0.43 0.72 0.75 0.04 0.53 0.56 0.23
112 0.97 0.42 0.57 0.17 0.24 0.28 0.41 0.01
113 0.39 0.89 0.57 0.95 0.31 0.58 0.57 0.63
114 0.0 0.35 0.12 0.31 0.45 0.39 0.29 0.93
115 0.64 0.05 0.17 0.33 0.34 0.43 0.56 0.67
116 0.25 0.81 0.29 0.73 0.8 0.36 0.51 0.37
117 0.54 0.87 0.85 0.84 0.96 0.74 1.0 0.7
118 0.07 0.94 0.96 0.29 0.7 0.93 0.07 0.23
119 0.07 0.45 0.18 0.06 0.73 0.76 0.36 0.56
120 0.01 0.2 0.87 0.05 0.74 0.97 0.55 0.42
121 0.02 0.56 0.47 0.51 0.51 0.33 0.2 0.51
122 0.69 0.86 0.93 0.18 0.67 0.26 0.7 0.38
123 0.04 0.26 0.86 0.93 0.58 0.95 0.22 0.4
124 0.05 0.64 0.58 0.88 0.84 0.69 0.09 0.38
125 0.05 0.0 0.21 0.08 0.64 0.56 0.15 0.78
126 0.78 0.84 0.76 0.9 0.58 0.95 0.16 0.44
127 0.92 0.09 0.96 0.02 0.82 0.86 0.36 0.56
128 0.13 0.21 0.33 0.1 0.09 0.55 0.22 0.07
129 0.98 0.18 0.4 0.03 0.69 0.03 1.0 0.54
130 0.03 0.27 0.68 0.24 0.17 0.23 0.31 0.43
131 0.4 0.66 0.37 0.53 0.08 0.71 0.39 0.6
132 0.97 0.63 0.36 0.46 0.07 0.64 0.29 0.01
133 0.75 0.37 0.61 0.68 0.34 0.49 0.18 0.32
134 0.0 0.13 0.72 0.9 0.8 0.33 0.38 0.78
135 0.82 0.91 0.12 0.58 0.56 0.16 0.56 0.87
136 0.14 0.71 0.56 0.31 0.47 0.53 0.92 0.09
137 0.99 0.11 0.94 0.87 0.59 0.15 0.93 0.22
138 0.81 0.15 0.38 0.1 0.21 0.37 0.02 0.57
139 0.18 0.49 0.72 0.59 0.34 0.67 0.71 0.19
140 0.14 0.47 0.76 0.1 0.87 0.42 0.75 0.65
141 0.8 0.51 0.2 0.83 0.73 0.86 0.15 0.02
142 0.25 0.97 0.2 0.95 0.2 0.01 0.67 0.99
143 0.41 0.02 0.16 0.81 0.15 0.84 0.15 0.73
144 0.7 0.71 0.45 0.74 0.04 0.31 0.65 0.69
145 0.67 0.43 0.46 0.48 0.45 0.5 0.67 0.18
146 0.17 0.23 0.4 0.91 0.06 0.85 0.45 0.04
147 0.46 0.47 0.26 0.43 0.67 0.46 0.78 0.17
148 0.94 0.55 0.61 0.82 0.55 0.38 0.33 0.6
149 0.81 0.24 0.22 0.05 0.74 0.49 0.76 0.5
150 0.84 0.6 0.9 0.86 0.56 0.98 0.99 0.74
151 0.37 0.92 0.43 0.22 0.34 0.15 0.08 0.23
152 0.18 0.38 0.98 0.52 0.31 0.87 0.99 0.53
153 0.31 0.4 0.64 0.56 0.73 0.14 0.97 0.42
154 0.76 0.6 0.45 0.68 0.57 0.42 0.07 0.11
155 0.51 0.26 0.97 0.97 0.14 0.66 0.14 0.63
156 0.66 0.79 0.6 0.04 0.66 0.08 0.48 0.87
157 0.98 0.82 0.85 0.4 0.27 0.4 0.26 0.86
158 0.0 0.87 0.76 0.15 0.96 0.48 0.72 0.45
159 0.27 0.46 0.27 0.89 0.31 0.73 0.42 0.44
160 0.82 0.1 0.44 0.09 0.78 0.05 0.37 0.07
161 0.31 0.99 0.71 0.59 0.78 0.55 0.02 0.07
162 0.75 0.61 0.55 0.12 0.53 0.78 0.48 0.34
163 0.85 0.05 0.39 0.96 0.27 0.28 0.59 0.41
164 0.18 0.8 0.33 0.38 0.91 0.2 0.02 0.45
165 0.74 0.29 0.75 0.73 0.53 0.8 0.06 0.87
166 0.89 0.88 0.88 0.68 0.26 0.04 0.01 0.25
167 0.01 0.04 1.0 0.24 0.91 0.9 0.77 0.06
168 0.93 0.81 0.75 0.17 0.42 0.21 0.68 0.14
169 0.5 0.98 0.68 0.81 0.18 1.0 0.3 0.74
170 0.93 0.28 0.68 0.48 0.7 0.83 0.19 0.98
171 0.79 0.62 0.02 0.03 0.48 0.57 0.92 0.79
172 0.33 0.54 0.12 0.49 0.77 0.83 0.65 0.28
173 0.29 0.93 0.5 0.78 0.19 0.34 0.59 0.3
174 0.73 0.58 0.36 0.46 0.59 0.73 0.28 0.17
175 1.0 0.08 0.45 0.53 0.12 0.58 0.35 0.27
176 0.36 0.25 0.99 0.72 0.62 0.03 0.73 0.84
177 0.75 0.21 0.79 0.64 0.67 0.17 0.19 0.91
178 0.7 0.48 0.44 0.71 0.04 0.11 0.63 0.12
179 0.8 0.84 0.21 0.99 0.19 0.72 0.84 0.89
180 0.63 0.56 0.5 0.16 0.94 0.01 0.64 0.11
181 0.87 0.42 0.84 0.04 0.38 0.42 0.07 0.86
182 0.08 0.53 0.88 0.44 0.98 0.8 0.63 0.16
183 1.0 0.78 0.04 0.07 0.04 0.32 0.47 0.24
184 0.23 0.21 0.18 0.43 0.41 0.64 0.34 0.75
185 0.16 0.37 0.95 0.85 0.94 0.19 0.17 0.09
186 0.45 0.71 0.1 0.64 0.75 0.45 0.6 0.62
187 0.77 0.01 0.89 0.39 0.11 0.17 0.41 0.05
188 0.43 0.62 0.89 0.95 0.64 0.4 0.8 0.09
189 0.81 0.28 0.7 0.32 0.44 0.95 0.78 0.49
190 0.06 0.12 0.43 0.96 0.25 0.59 0.16 0.69
191 0.04 0.93 0.47 0.64 0.05 0.15 0.82 0.81
192 0.97 0.94 0.96 0.28 0.85 0.14 0.53 0.95
193 0.34 0.17 0.89 0.93 0.6 0.15 0.84 0.27
194 0.32 0.14 0.01 0.49 0.52 0.63 0.16 0.06
195 0.51 0.14 0.98 0.95 0.77 0.66 0.02 0.57
196 0.31 0.85 0.99 0.48 0.89 0.19 0.61 0.69
197 0.13 0.16 0.39 0.94 0.08 0.75 0.81 0.91
198 0.26 0.69 0.36 0.23 0.97 0.88 1.0 0.82
199 0.34 0.11 0.99 0.88 0.1 0.09 0.29 0.37
200 0.34 0.6 0.02 0.08 0.6 0.21 0.22 0.98
201 0.54 0.92 0.93 0.69 0.71 0.63 0.47 0.64
202 0.16 0.82 0.4 0.38 0.9 0.71 0.66 0.44
203 0.58 0.16 0.25 0.91 0.72 0.51 0.27 0.27
204 0.53 0.65 0.41 0.56 0.57 0.79 0.62 0.17
205 0.81 0.88 0.28 0.12 0.13 0.14 0.31 0.39
206 0.92 0.46 0.54 0.48 0.61 0.46 0.31 0.28
207 0.55 0.47 0.18 0.68 0.8 0.15 0.14 0.15
208 0.15 0.02 0.2 0.84 0.16 0.96 0.44 0.54
209 0.0 0.43 0.65 0.41 0.33 0.23 0.02 0.47
210 0.99 0.87 0.49 0.22 0.9 0.67 0.76 0.22
211 0.74 0.29 0.63 0.85 0.95 0.03 0.18 0.51
212 0.61 0.52 0.4 0.56 0.98 0.31 0.54 0.13
213 0.07 0.23 0.93 0.69 0.2 0.7 0.58 0.28
214 0.2 0.04 0.02 0.65 0.5 0.87 0.76 0.46
215 0.59 0.59 0.38 0.2 0.33 0.68 0.5 0.29
216 0.71 0.25 0.98 0.66 0.53 0.72 0.85 0.56
217 0.48 0.59 0.99 0.96 0.94 0.82 0.77 0.43
218 0.77 0.02 0.04 0.87 0.62 0.84 0.03 0.03
219 0.61 0.51 0.04 0.88 0.0 0.52 0.17 0.73
220 1.0 0.86 0.83 0.84 0.04 0.51 0.09 0.06
221 0.04 0.9 0.62 0.77 0.49 0.38 0.5 0.64
222 0.13 0.59 0.3 0.19 0.89 0.9 0.57 0.81
223 0.46 0.49 0.64 0.91 0.61 0.71 0.41 0.65
224 0.26 0.06 0.79 0.52 0.99 0.05 0.18 0.62
225 0.96 0.65 0.91 0.31 0.41 0.11 0.6 0.31
226 0.33 0.17 0.02 0.4 0.33 0.96 0.39 0.35
227 0.69 0.1 0.78 0.52 0.08 0.06 0.12 0.03
228 0.82 0.87 0.58 0.54 0.6 0.36 0.75 0.51
229 0.69 0.11 0.97 0.99 0.89 0.13 0.09 0.47
230 0.81 0.03 0.12 0.34 0.12 0.46 0.19 0.85
231 0.57 0.01 0.81 0.39 0.94 0.29 0.95 0.2
232 0.19 0.28 0.03 0.19 0.46 0.9 0.77 0.78
233 0.71 0.43 0.83 0.63 0.51 0.09 0.32 0.5
234 0.75 0.84 0.07 0.08 0.84 0.91 0.29 0.46
235 0.22 0.98 0.72 0.17 0.1 0.4 0.95 0.87
236 0.73 0.42 0.27 0.34 0.95 0.73 0.65 0.84
237 0.84 0.45 0.62 0.89 0.74 0.05 0.41 0.64
238 0.27 0.72 0.44 0.57 0.27 0.2 0.37 0.1
239 0.18 0.91 0.55 0.13 0.94 0.87 0.38 0.75
240 0.49 0.2 0.87 0.7 0.54 0.68 0.58 0.38
241 0.49 0.58 0.34 0.45 0.47 0.64 0.73 0.48
242 0.02 0.09 0.5 0.19 0.78 0.84 0.06 0.29
243 0.02 0.0 0.49 0.33 0.07 0.78 0.37 0.41
244 0.27 0.66 0.84 0.69 0.79 0.88 0.83 0.09
245 0.57 0.58 0.24 0.81 0.57 0.81 0.98 0.28
246 0.4 0.39 0.88 0.83 0.18 0.91 0.03 0.34
247 0.82 0.52 0.67 0.48 0.26 0.1 0.08 0.01
248 0.67 0.53 0.6 0.04 0.63 0.47 0.88 0.45
249 0.32 0.54 0.84 0.65 0.17 0.24 0.0 0.69
250 0.47 0.53 0.54 0.43 0.17 0.62 0.0 0.09
251 0.12 0.79 0.32 0.68 0.46 0.97 0.86 0.17
252 0.5 0.33 0.56 0.61 0.5 0.51 0.11 0.66
253 0.8 0.99 0.62 0.92 0.17 0.44 0.64 0.77
254 0.11 0.36 0.04 0.24 0.7 0.4 0.88 0.84
255 0.3 0.53 0.32 0.35 0.49 0.82 0.94 0.59
256 0.48 0.15 0.49 0.89 0.82 0.17 0.83 0.91
257 0.63 0.54 0.05 0.31 0.91 0.14 0.91 0.95
258 0.92 0.88 0.18 0.44 0.22 0.82 0.46 0.31
259 0.85 0.94 0.91 0.74 0.1 0.15 0.02 0.81
260 0.05 0.24 0.33 0.47 0.56 0.77 0.51 0.59
261 0.59 0.97 0.13 0.13 0.9 0.17 0.57 0.19
262 0.7 0.22 0.68 0.55 0.04 0.55 0.18 0.56
263 0.16 0.84 0.99 0.95 0.77 0.64 0.69 0.52
264 0.89 0.53 0.63 0.35 0.78 0.46 0.19 0.66
265 0.57 0.77 0.33 0.06 0.43 0.94 0.66 0.05
266 0.27 0.21 0.71 0.91 0.96 0.4 0.2 0.12
267 0.44 0.9 0.8 0.37 0.63 0.41 0.59 0.42
268 0.65 0.78 0.89 0.36 0.7 0.01 0.9 0.59
269 0.22 0.99 0.4 0.88 0.18 0.19 0.92 0.84
270 0.79 0.34 0.77 0.35 0.77 0.71 0.71 0.63
271 0.94 0.25 0.08 0.29 0.06 0.25 0.29 0.31
272 0.65 0.02 0.66 0.23 0.59 0.33 0.14 0.17
273 0.37 0.1 0.4 0.19 0.29 0.64 0.39 0.36
274 0.73 0.46 0.7 0.66 0.75 0.52 0.17 0.28
275 0.82 0.1 0.84 0.02 0.98 0.69 0.4 0.33
276 0.43 0.01 0.38 0.72 0.25 0.89 1.0 0.68
277 0.73 0.83 0.88 0.32 0.41 0.52 0.52 0.03
278 0.13 0.28 0.43 0.53 0.22 0.74 0.72 0.49
279 0.12 0.96 0.58 0.25 0.5 0.98 0.73 0.49
280 0.1 0.24 0.25 0.22 0.31 0.04 0.21 0.28
281 0.13 0.86 0.74 0.93 0.6 0.17 0.07 0.33
282 0.27 0.44 0.6 0.7 0.07 0.9 0.77 0.83
283 0.14 0.05 0.1 0.19 0.33 0.66 0.02 0.32
284 0.5 0.93 0.88 0.23 0.69 0.09 0.9 0.08
285 0.69 0.12 0.96 0.86 0.75 0.89 0.42 0.64
286 0.98 0.39 0.42 0.67 0.17 0.77 0.19 0.2
287 0.4 0.39 0.08 0.96 0.75 0.3 0.68 0.61
288 0.27 0.33 0.11 0.52 0.54 0.17 0.62 0.56
289 0.1 0.75 0.56 0.6 0.26 0.97 0.87 0.06
290 0.69 0.02 0.72 0.62 0.48 0.94 0.4 0.54
291 0.65 0.78 0.72 0.67 0.45 0.76 0.13 0.29
292 0.51 0.4 0.25 0.39 0.94 0.53 0.44 0.13
293 0.23 0.6 0.54 0.05 0.88 0.06 0.62 0.43
294 0.48 0.77 0.36 0.09 0.83 0.98 0.07 0.96
295 0.58 0.14 1.0 0.51 0.19 0.91 0.86 0.39
296 0.28 0.47 0.04 0.66 0.85 0.27 0.02 0.64
297 0.45 0.98 0.58 0.32 0.61 0.79 0.34 0.92
298 0.58 0.09 0.03 0.29 0.78 0.44 0.84 0.07
299 0.48 0.22 0.36 0.0 0.32 0.06 0.54 0.02
300 0.34 0.02 0.93 0.54 0.09 0.19 0.58 0.65
301 0.92 0.83 0.94 0.35 0.05 0.01 0.91 0.07
302 0.68 0.5 0.71 0.42 0.25 0.85 0.05 0.48
303 0.89 0.32 0.12 0.84 0.29 0.74 0.97 0.14
304 0.97 0.97 0.94 0.56 0.95 0.77 0.86 0.97
305 0.73 0.94 0.37 0.28 0.14 0.06 0.43 0.73
306 0.05 0.83 0.95 0.46 0.47 0.07 0.34 0.37
307 0.99 0.84 0.49 0.6 0.4 0.05 0.73 0.07
308 0.75 0.58 0.75 0.52 0.67 0.24 0.63 0.23
309 0.91 0.02 0.69 0.17 0.5 0.49 0.36 0.46
310 0.67 0.14 0.46 0.18 0.47 0.43 0.03 0.94
311 0.99 0.09 0.07 0.15 0.73 0.69 0.49 0.69
312 0.38 0.24 0.16 0.74 0.21 0.75 0.21 0.14
313 0.75 0.06 0.73 0.92 0.88 0.55 0.82 0.79
314 0.28 0.51 0.43 0.52 0.1 0.11 0.81 0.2
315 0.04 0.92 0.57 0.35 0.79 0.32 0.48 0.19
316 0.45 0.74 0.77 0.56 0.21 0.85 0.95 0.67
317 0.62 0.17 0.45 0.61 0.5 0.39 0.05 0.7
318 0.24 0.1 0.32 0.51 0.87 0.52 0.46 0.54
319 0.99 0.45 0.82 0.7 0.79 0.34 0.33 0.0
320 0.55 0.56 0.97 0.54 0.87 0.98 0.15 0.01
321 0.07 0.7 0.83 0.3 0.3 0.79 0.72 0.82
322 0.01 0.22 0.26 0.65 0.92 0.84 0.16 0.45
323 0.58 0.67 0.26 0.56 0.78 0.11 0.06 0.8
324 0.61 0.59 0.2 0.04 0.35 0.82 0.88 0.51
325 0.41 0.55 0.81 0.1 0.9 0.25 0.69 0.02
326 0.22 0.42 0.43 0.1 0.8 0.59 0.34 0.26
327 0.53 0.65 0.77 0.63 0.45 0.37 0.62 0.65
328 0.14 0.77 0.52 0.39 0.42 0.12 0.46 0.59
329 0.81 0.75 0.66 0.95 0.21 0.17 0.55 0.82
330 0.59 0.12 0.95 0.61 0.02 0.67 0.49 0.5
331 0.26 0.65 0.52 0.61 0.35 0.81 0.46 0.7
332 0.23 0.99 0.29 0.87 0.19 0.78 0.86 0.94
333 0.22 0.45 0.38 0.79 0.11 0.34 0.45 0.56
334 0.08 0.71 0.99 0.27 0.22 0.27 0.24 0.21
335 0.45 0.35 0.47 0.37 1.0 0.88 0.5 0.31
336 0.17 0.46 0.04 0.11 0.91 0.36 0.34 0.5
337 0.29 0.44 0.89 0.11 0.51 0.87 0.69 0.12
338 0.6 0.17 0.43 0.39 0.67 0.26 0.28 0.2
339 0.17 0.43 0.57 0.28 0.86 0.21 0.88 0.88
340 0.96 0.89 0.8 0.69 0.47 0.83 0.54 0.44
341 0.63 0.39 0.51 0.87 0.66 0.12 0.26 0.25
342 0.07 0.95 0.02 0.44 0.36 0.95 0.65 0.74
343 0.9 0.19 0.65 0.97 0.31 0.57 0.59 0.3
344 0.85 0.07 0.39 0.29 0.91 0.24 0.09 0.63
345 0.68 0.99 0.89 0.29 0.42 0.26 0.09 0.29
346 0.87 0.63 0.8 0.27 0.57 0.4 0.5 0.36
347 0.23 0.0 0.19 0.36 0.17 0.26 0.33 0.88
348 0.16 0.53 0.81 0.8 0.45 0.71 0.48 0.7
349 0.01 0.97 0.6 0.31 0.23 0.31 0.13 0.95
350 0.73 0.1 0.58 0.16 0.99 0.36 0.74 0.36
351 0.36 0.53 0.75 0.73 0.89 0.03 0.19 0.28
352 0.69 0.8 0.76 0.33 0.2 0.24 0.8 0.02
353 0.26 0.58 0.58 0.12 0.88 0.96 0.9 0.89
354 0.57 0.45 0.42 0.72 0.43 0.51 0.32 0.77
355 0.96 0.69 0.54 0.07 0.04 0.53 0.34 0.46
356 0.8 0.71 0.21 0.03 0.47 0.94 0.49 0.34
357 0.25 0.4 0.6 0.04 0.32 0.28 0.79 0.84
358 0.07 0.0 0.41 0.51 0.2 0.95 0.23 0.7
359 0.57 0.46 0.61 0.34 0.99 0.0 0.91 0.98
360 0.53 0.43 0.02 0.72 0.43 0.22 0.4 0.26
361 0.52 0.14 0.84 0.51 0.17 0.53 0.69 0.45
362 0.64 0.8 0.42 0.94 0.08 0.29 0.25 0.29
363 0.93 0.03 0.75 0.12 0.81 0.87 0.2 0.25
364 0.28 0.93 0.93 0.53 0.59 0.38 0.51 0.04
365 0.65 0.57 0.53 0.06 0.4 0.91 0.2 0.63
366 0.35 0.53 0.43 0.02 0.95 0.0 0.8 0.61
367 0.34 0.92 0.65 0.27 0.63 0.6 0.34 0.88
368 0.68 0.82 0.73 0.79 0.04 0.94 0.94 0.13
369 0.25 0.7 0.92 0.84 0.24 0.09 0.5 0.8
370 0.06 0.66 0.3 0.08 0.22 0.74 0.94 0.9
371 0.31 0.89 0.58 0.17 0.04 0.3 0.35 0.76
372 0.75 0.57 0.15 0.01 0.16 0.46 0.76 0.81
373 0.3 0.16 0.92 0.53 0.47 0.42 0.92 0.36
374 0.06 0.03 0.47 0.57 0.04 0.16 0.77 0.07
375 0.71 0.52 0.73 0.59 0.27 0.29 0.68 0.91
376 0.22 0.5 0.51 0.66 0.39 0.5 0.31 0.28
377 0.49 0.45 0.79 0.66 0.13 0.37 0.49 0.95
378 0.59 0.03 0.39 0.47 0.33 0.68 0.72 0.36
379 0.27 0.93 0.37 0.05 0.97 0.01 0.36 0.22
380 0.19 0.53 0.8 0.98 0.96 0.09 0.15 0.21
381 0.65 0.76 0.46 0.16 0.56 0.37 0.85 0.98
382 0.17 0.41 0.74 0.25 0.03 0.51 0.13 0.08
383 0.41 0.31 0.31 0.28 0.54 0.35 0.48 0.58
384 0.14 0.37 0.09 0.98 0.46 0.29 0.53 0.21
385 0.92 0.98 0.93 0.35 0.77 0.87 0.55 0.57
386 0.55 0.16 0.07 0.69 0.62 0.37 0.12 0.4
387 0.67 0.66 0.86 0.49 0.62 0.58 0.65 0.14
388 0.69 0.35 0.31 0.56 0.68 0.25 0.03 0.74
389 0.81 0.56 0.22 0.37 0.4 0.47 0.09 0.34
390 0.98 0.4 0.94 0.87 0.48 0.64 0.71 0.66
391 0.12 0.07 0.51 0.91 0.25 0.62 0.61 0.66
392 0.24 0.41 0.65 0.15 0.16 0.28 0.95 0.94
393 0.35 0.48 0.9 0.76 0.6 0.29 0.96 0.68
394 0.15 0.04 0.61 0.31 0.47 0.22 0.69 0.14
395 0.3 0.83 0.3 0.06 0.08 0.85 0.57 0.7
396 0.74 0.42 0.7 0.33 0.48 0.59 0.32 0.16
397 0.16 0.23 0.01 0.77 0.99 0.91 0.38 0.82
398 0.69 0.45 0.39 0.64 0.47 0.58 0.38 0.35
399 0.12 0.02 0.11 0.52 0.13 0.44 0.15 0.81
400 0.74 0.98 0.18 0.14 0.37 0.57 0.11 0.18
401 0.05 0.7 0.72 0.34 0.41 0.86 0.28 0.14
402 0.61 0.32 0.85 0.3 0.26 0.84 0.48 0.23
403 0.54 0.51 0.84 0.76 0.96 0.32 0.4 0.5
404 0.46 0.9 0.86 0.94 0.77 0.64 0.79 0.05
405 0.38 0.79 0.63 0.87 0.16 0.22 0.67 0.56
406 0.67 0.75 0.09 0.62 0.37 0.39 0.58 0.45
407 0.2 0.63 0.18 0.2 0.98 0.08 0.87 0.81
408 0.36 0.08 0.21 0.77 0.04 0.15 0.19 0.23
409 0.36 0.84 0.41 0.27 0.87 0.21 0.08 0.37
410 0.02 0.47 0.34 0.25 0.16 0.42 0.08 0.83
411 0.76 0.32 0.65 0.29 0.04 0.62 0.6 0.37
